"Gene","Accession","HGNC"
"Gm10602","ENSMUSG00000073985","Gm10602"
"Anapc15","ENSMUSG00000030649","Anapc15"
"Lamtor1","ENSMUSG00000030842","LAMTOR1"
"Numa1","ENSMUSG00000066306","NUMA1"
"Xndc1","ENSMUSG00000099481","Xndc1"
"Art1","ENSMUSG00000030996","ART1"
"Pgap2","ENSMUSG00000030990","PGAP2"
"Stim1","ENSMUSG00000030987","STIM1"
"Rrm1","ENSMUSG00000030978","RRM1"
"Trim6","ENSMUSG00000072244","TRIM6"
"Trim34a","ENSMUSG00000056144","TRIM6-TRIM34"
"Gm15133","ENSMUSG00000087175","Gm15133"
"Usp17la","ENSMUSG00000054568","Usp17la"
"Gm5901","ENSMUSG00000078611","C11orf42"
"Gm45885","ENSMUSG00000110366","Gm45885"
"Cnga4","ENSMUSG00000030897","CNGA4"
"Smpd1","ENSMUSG00000037049","SMPD1"
"Timm10b","ENSMUSG00000089847","Timm10b"
"Dnhd1","ENSMUSG00000030882","DNHD1"
"Ilk","ENSMUSG00000030890","ILK"
"Syt9","ENSMUSG00000062542","SYT9"
"Ppfibp2","ENSMUSG00000036528","PPFIBP2"
"Eif3f","ENSMUSG00000031029","EIF3F"
"Tub","ENSMUSG00000031028","TUB"
"1700095J03Rik","ENSMUSG00000085407","1700095J03Rik"
"Rpl27a","ENSMUSG00000046364","RPL27A"
"Akip1","ENSMUSG00000031023","AKIP1"
"Ipo7","ENSMUSG00000066232","IPO7"
"Zfp143","ENSMUSG00000061079","ZNF143"
"Wee1","ENSMUSG00000031016","WEE1"
"Swap70","ENSMUSG00000031015","SWAP70"
"Adm","ENSMUSG00000030790","ADM"
"Ampd3","ENSMUSG00000005686","AMPD3"
"Ctr9","ENSMUSG00000005609","CTR9"
"Usp47","ENSMUSG00000059263","USP47"
"Mical2","ENSMUSG00000038244","MICAL2"
"Parva","ENSMUSG00000030770","PARVA"
"Tead1","ENSMUSG00000055320","TEAD1"
"Rassf10","ENSMUSG00000098132","RASSF10"
"Gm33586","ENSMUSG00000110207","Gm33586"
"Arntl","ENSMUSG00000055116","ARNTL"
"Far1","ENSMUSG00000030759","FAR1"
"Spon1","ENSMUSG00000038156","SPON1"
"Pde3b","ENSMUSG00000030671","PDE3B"
"Calcb","ENSMUSG00000030666","CALCB"
"Insc","ENSMUSG00000048782","INSC"
"Gm34225","ENSMUSG00000108722","Gm34225"
"Sox6os","ENSMUSG00000030664","Sox6os"
"1110004F10Rik","ENSMUSG00000030663","C11orf58"
"Gm44777","ENSMUSG00000108738","Gm44777"
"AV356131","ENSMUSG00000108461","AV356131"
"Nucb2","ENSMUSG00000030659","NUCB2"
"Gm45151","ENSMUSG00000108736","Gm45151"
"4732496C06Rik","ENSMUSG00000108456","4732496C06Rik"
"Xylt1","ENSMUSG00000030657","XYLT1"
"4930583K01Rik","ENSMUSG00000055159","4930583K01Rik"
"Ccp110","ENSMUSG00000033904","CCP110"
"Vps35l","ENSMUSG00000030982","VPS35L"
"Iqck","ENSMUSG00000073856","IQCK"
"Acsm1","ENSMUSG00000033533","ACSM1"
"Acsm3","ENSMUSG00000030935","ACSM3"
"Rexo5","ENSMUSG00000030924","REXO5"
"Lyrm1","ENSMUSG00000030922","LYRM1"
"Tmem159","ENSMUSG00000030917","LDAF1"
"Uqcrc2","ENSMUSG00000030884","UQCRC2"
"Mosmo","ENSMUSG00000046096","MOSMO"
"Vwa3a","ENSMUSG00000030889","VWA3A"
"Eef2k","ENSMUSG00000035064","EEF2K"
"Polr3e","ENSMUSG00000030880","POLR3E"
"Mfsd13b","ENSMUSG00000030877","Mfsd13b"
"Mettl9","ENSMUSG00000030876","METTL9"
"Otoa","ENSMUSG00000034990","OTOA"
"Hs3st2","ENSMUSG00000046321","HS3ST2"
"1700069B07Rik","ENSMUSG00000053081","1700069B07Rik"
"Gm44987","ENSMUSG00000108511","Gm44987"
"Ubfd1","ENSMUSG00000030870","UBFD1"
"Dctn5","ENSMUSG00000030868","DCTN5"
"Plk1","ENSMUSG00000030867","PLK1"
"Prkcb","ENSMUSG00000052889","PRKCB"
"Cacng3","ENSMUSG00000066189","CACNG3"
"Rbbp6","ENSMUSG00000030779","RBBP6"
"Gm45847","ENSMUSG00000109814","Gm45847"
"Tnrc6a","ENSMUSG00000052707","TNRC6A"
"Lcmt1","ENSMUSG00000030763","LCMT1"
"Aqp8","ENSMUSG00000030762","AQP8"
"Hs3st4","ENSMUSG00000078591","HS3ST4"
"Kdm8","ENSMUSG00000030752","KDM8"
"Il4ra","ENSMUSG00000030748","IL4R"
"Il21r","ENSMUSG00000030745","IL21R"
"D430042O09Rik","ENSMUSG00000032743","D430042O09Rik"
"Sbk1","ENSMUSG00000042978","SBK1"
"Rabep2","ENSMUSG00000030727","RABEP2"
"Tufm","ENSMUSG00000073838","TUFM"
"Apobr","ENSMUSG00000042759","APOBR"
"Sgf29","ENSMUSG00000030714","SGF29"
"Bola2","ENSMUSG00000047721","BOLA2B"
"Mapk3","ENSMUSG00000063065","MAPK3"
"Gdpd3","ENSMUSG00000030703","GDPD3"
"Ypel3","ENSMUSG00000042675","YPEL3"
"Tbx6","ENSMUSG00000030699","TBX6"
"Fam57b","ENSMUSG00000058966","Fam57b"
"Gm44854","ENSMUSG00000108583","Gm44854"
"Doc2a","ENSMUSG00000052301","DOC2A"
"Hirip3","ENSMUSG00000042606","HIRIP3"
"Gm20650","ENSMUSG00000093768","Gm20650"
"Kctd13","ENSMUSG00000030685","KCTD13"
"Sez6l2","ENSMUSG00000030683","SEZ6L2"
"Cdipt","ENSMUSG00000030682","CDIPT"
"Gm31749","ENSMUSG00000108617","Gm31749"
"AI467606","ENSMUSG00000045165","C16orf54"
"Mylpf","ENSMUSG00000030672","MYLPF"
"Zfp553","ENSMUSG00000045598","ZNF48"
"Zfp771","ENSMUSG00000054716","ZNF771"
"Itgal","ENSMUSG00000030830","ITGAL"
"Gm45184","ENSMUSG00000108483","Gm45184"
"B130055M24Rik","ENSMUSG00000086502","B130055M24Rik"
"Prr14","ENSMUSG00000030822","PRR14"
"Fbrs","ENSMUSG00000042423","FBRS"
"Srcap","ENSMUSG00000053877","SRCAP"
"Tmem265","ENSMUSG00000106715","Tmem265"
"Phkg2","ENSMUSG00000030815","PHKG2"
"Rnf40","ENSMUSG00000030816","RNF40"
"Gm39090","ENSMUSG00000108801","Gm39090"
"Ctf1","ENSMUSG00000042340","CTF1"
"Fbxl19","ENSMUSG00000030811","FBXL19"
"Orai3","ENSMUSG00000043964","ORAI3"
"Setd1a","ENSMUSG00000042308","Setd1a"
"Hsd3b7","ENSMUSG00000042289","HSD3B7"
"Stx4a","ENSMUSG00000030805","STX4"
"Zfp646","ENSMUSG00000049739","ZNF646"
"Bckdk","ENSMUSG00000030802","BCKDK"
"Kat8","ENSMUSG00000030801","KAT8"
"Fus","ENSMUSG00000030795","FUS"
"Trim72","ENSMUSG00000042828","TRIM72"
"Itgam","ENSMUSG00000030786","ITGAM"
"Itgax","ENSMUSG00000030789","ITGAX"
"Armc5","ENSMUSG00000042178","ARMC5"
"Tgfb1i1","ENSMUSG00000030782","TGFB1I1"
"Slc5a2","ENSMUSG00000030781","SLC5A2"
"Gm32816","ENSMUSG00000108668","Gm32816"
"Bag3","ENSMUSG00000030847","BAG3"
"Inpp5f","ENSMUSG00000042105","INPP5F"
"Gm44674","ENSMUSG00000108648","Gm44674"
"Sec23ip","ENSMUSG00000055319","SEC23IP"
"Plpp4","ENSMUSG00000070366","PLPP4"
"Wdr11","ENSMUSG00000042055","WDR11"
"Gm44647","ENSMUSG00000109016","Gm44647"
"Tacc2","ENSMUSG00000030852","TACC2"
"Btbd16","ENSMUSG00000040298","BTBD16"
"Plekha1","ENSMUSG00000040268","PLEKHA1"
"Htra1","ENSMUSG00000006205","HTRA1"
"5430419D17Rik","ENSMUSG00000006204","5430419D17Rik"
"Fam24a","ENSMUSG00000030859","Fam24a"
"Pstk","ENSMUSG00000063179","PSTK"
"Acadsb","ENSMUSG00000030861","ACADSB"
"Hmx3","ENSMUSG00000040148","HMX3"
"Hmx2","ENSMUSG00000050100","HMX2"
"Bub3","ENSMUSG00000066979","BUB3"
"Gm10584","ENSMUSG00000109270","Gm10584"
"Gm44892","ENSMUSG00000109550","Gm44892"
"Lhpp","ENSMUSG00000030946","LHPP"
"Abraxas2","ENSMUSG00000030965","ABRAXAS2"
"Zranb1","ENSMUSG00000030967","ZRANB1"
"Edrf1","ENSMUSG00000039990","EDRF1"
"Bccip","ENSMUSG00000030983","BCCIP"
"Gm45670","ENSMUSG00000109635","Gm45670"
"Fank1","ENSMUSG00000053111","FANK1"
"Dock1","ENSMUSG00000058325","DOCK1"
"Ptpre","ENSMUSG00000041836","PTPRE"
"Mgmt","ENSMUSG00000054612","MGMT"
"Gm10578","ENSMUSG00000109722","Gm10578"
"Glrx3","ENSMUSG00000031068","GLRX3"
"Ppp2r2d","ENSMUSG00000041769","PPP2R2D"
"Gm45507","ENSMUSG00000109881","Gm45507"
"Jakmip3","ENSMUSG00000056856","JAKMIP3"
"Dpysl4","ENSMUSG00000025478","DPYSL4"
"Lrrc27","ENSMUSG00000015980","LRRC27"
"Pwwp2b","ENSMUSG00000060260","PWWP2B"
"Inpp5a","ENSMUSG00000025477","INPP5A"
"Adgra1","ENSMUSG00000025475","ADGRA1"
"Kndc1","ENSMUSG00000066129","KNDC1"
"Utf1","ENSMUSG00000047751","Utf1"
"Gm16201","ENSMUSG00000086742","Gm16201"
"Zfp511","ENSMUSG00000025470","ZNF511"
"Prap1","ENSMUSG00000025467","ZNF511-PRAP1"
"Paox","ENSMUSG00000025464","PAOX"
"Mtg1","ENSMUSG00000039018","MTG1"
"Urah","ENSMUSG00000025481","Urah"
"Scgb1c1","ENSMUSG00000038801","SCGB1C2"
"Odf3","ENSMUSG00000025482","ODF3"
"Ric8a","ENSMUSG00000025485","RIC8A"
"Psmd13","ENSMUSG00000025487","PSMD13"
"BC024386","ENSMUSG00000109628","BC024386"
"Nlrp6","ENSMUSG00000038745","NLRP6"
"Pgghg","ENSMUSG00000062031","PGGHG"
"Ifitm1","ENSMUSG00000025491","Ifitm1"
"B4galnt4","ENSMUSG00000055629","B4GALNT4"
"Pkp3","ENSMUSG00000054065","PKP3"
"Ptdss2","ENSMUSG00000025495","PTDSS2"
"Lrrc56","ENSMUSG00000038637","LRRC56"
"Rassf7","ENSMUSG00000038618","RASSF7"
"Phrf1","ENSMUSG00000038611","PHRF1"
"Drd4","ENSMUSG00000025496","DRD4"
"Tmem80","ENSMUSG00000025505","TMEM80"
"Eps8l2","ENSMUSG00000025504","EPS8L2"
"Taldo1","ENSMUSG00000025503","TALDO1"
"Rplp2","ENSMUSG00000025508","Rplp2"
"Pnpla2","ENSMUSG00000025509","PNPLA2"
"Cracr2b","ENSMUSG00000048200","CRACR2B"
"Cd151","ENSMUSG00000025510","CD151"
"Tspan4","ENSMUSG00000025511","TSPAN4"
"Ap2a2","ENSMUSG00000002957","AP2A2"
"Muc2","ENSMUSG00000025515","Muc2"
"Muc5b","ENSMUSG00000066108","MUC5B"
"Brsk2","ENSMUSG00000053046","BRSK2"
"Gm32786","ENSMUSG00000109958","Gm32786"
"Syt8","ENSMUSG00000031098","SYT8"
"Lsp1","ENSMUSG00000018819","LSP1"
"Tnnt3","ENSMUSG00000061723","TNNT3"
"Mrpl23","ENSMUSG00000037772","MRPL23"
"Tspan32","ENSMUSG00000000244","TSPAN32"
"Cd81","ENSMUSG00000037706","CD81"
"Tssc4","ENSMUSG00000045752","TSSC4"
"Kcnq1","ENSMUSG00000009545","KCNQ1"
"Slc22a18","ENSMUSG00000000154","SLC22A18"
"Gm15579","ENSMUSG00000086828","Gm15579"
"E230032D23Rik","ENSMUSG00000109251","E230032D23Rik"
"Dhcr7","ENSMUSG00000058454","DHCR7"
"Shank2","ENSMUSG00000037541","SHANK2"
"Gm44930","ENSMUSG00000108851","Gm44930"
"Gm44929","ENSMUSG00000109009","Gm44929"
"Fgf3","ENSMUSG00000031074","FGF3"
"Fgf15","ENSMUSG00000031073","FGF19"
"Bc1","ENSMUSG00000115783","Bc1"
"LTO1","ENSMUSG00000031072","LTO1"
"Mrgprf","ENSMUSG00000031070","MRGPRF"
"Insr","ENSMUSG00000005534","INSR"
"Pex11g","ENSMUSG00000069633","PEX11G"
"Xab2","ENSMUSG00000019470","XAB2"
"Pcp2","ENSMUSG00000004630","PCP2"
"Fcor","ENSMUSG00000089665","Fcor"
"Gm45231","ENSMUSG00000108888","Gm45231"
"Fcer2a","ENSMUSG00000005540","FCER2"
"Prr36","ENSMUSG00000064125","PRR36"
"Ctxn1","ENSMUSG00000048644","CTXN1"
"Timm44","ENSMUSG00000002949","TIMM44"
"Elavl1","ENSMUSG00000040028","ELAVL1"
"Shcbp1","ENSMUSG00000022322","SHCBP1"
"Efnb2","ENSMUSG00000001300","EFNB2"
"Arglu1","ENSMUSG00000040459","ARGLU1"
"Fam155a","ENSMUSG00000079157","NALF1"
"Lig4","ENSMUSG00000049717","LIG4"
"Gm2814","ENSMUSG00000109291","Gm2814"
"3930402G23Rik","ENSMUSG00000038917","3930402G23Rik"
"Gm44956","ENSMUSG00000109508","Gm44956"
"Irs2","ENSMUSG00000038894","IRS2"
"Col4a1","ENSMUSG00000031502","COL4A1"
"Rab20","ENSMUSG00000031504","RAB20"
"Cars2","ENSMUSG00000056228","CARS2"
"Ankrd10","ENSMUSG00000031508","ANKRD10"
"1700016D06Rik","ENSMUSG00000031509","1700016D06Rik"
"Tubgcp3","ENSMUSG00000000759","TUBGCP3"
"Gm15351","ENSMUSG00000086770","Gm15351"
"Pcid2","ENSMUSG00000038542","PCID2"
"Grtp1","ENSMUSG00000038515","GRTP1"
"Adprhl1","ENSMUSG00000031448","ADPRHL1"
"Dcun1d2","ENSMUSG00000038506","DCUN1D2"
"Gas6","ENSMUSG00000031451","GAS6"
"Gm5608","ENSMUSG00000110278","Gm5608"
"1700029H14Rik","ENSMUSG00000031452","C13orf46"
"Rasa3","ENSMUSG00000031453","RASA3"
"Coprs","ENSMUSG00000031458","COPRS"
"Tdrp","ENSMUSG00000050052","TDRP"
"Erich1","ENSMUSG00000051978","ERICH1"
"Gm16725","ENSMUSG00000087300","Gm16725"
"Angpt2","ENSMUSG00000031465","ANGPT2"
"Gm35934","ENSMUSG00000110530","Gm35934"
"Xkr5","ENSMUSG00000039814","XKR5"
"Atp7b","ENSMUSG00000006567","ATP7B"
"Nek5","ENSMUSG00000037738","NEK5"
"Nek3","ENSMUSG00000031478","NEK3"
"Ckap2","ENSMUSG00000037725","CKAP2"
"Slc25a15","ENSMUSG00000031482","SLC25A15"
"Smim19","ENSMUSG00000031534","SMIM19"
"Vdac3","ENSMUSG00000008892","VDAC3"
"Polb","ENSMUSG00000031536","POLB"
"Ikbkb","ENSMUSG00000031537","IKBKB"
"Ap3m2","ENSMUSG00000031539","AP3M2"
"Gm15816","ENSMUSG00000086741","Gm15816"
"Gpat4","ENSMUSG00000031545","GPAT4"
"Gins4","ENSMUSG00000031546","GINS4"
"Golga7","ENSMUSG00000015341","GOLGA7"
"Tcim","ENSMUSG00000056313","TCIM"
"Ido2","ENSMUSG00000031549","IDO2"
"Ido1","ENSMUSG00000031551","IDO1"
"Adam18","ENSMUSG00000031552","ADAM18"
"Adam5","ENSMUSG00000031554","Adam5"
"Adam32","ENSMUSG00000037437","ADAM32"
"Adam9","ENSMUSG00000031555","ADAM9"
"Htra4","ENSMUSG00000037406","HTRA4"
"Plekha2","ENSMUSG00000031557","PLEKHA2"
"Tacc1","ENSMUSG00000065954","TACC1"
"5430421F17Rik","ENSMUSG00000110140","5430421F17Rik"
"Gm31045","ENSMUSG00000110063","Gm31045"
"Letm2","ENSMUSG00000037363","LETM2"
"Ddhd2","ENSMUSG00000061313","DDHD2"
"Bag4","ENSMUSG00000037316","BAG4"
"Ash2l","ENSMUSG00000031575","ASH2L"
"Hgsnat","ENSMUSG00000037260","HGSNAT"
"Pomk","ENSMUSG00000037251","POMK"
"Fnta","ENSMUSG00000015994","FNTA"
"Hook3","ENSMUSG00000037234","HOOK3"
"Gm45250","ENSMUSG00000110317","Gm45250"
"2310008N11Rik","ENSMUSG00000100335","2310008N11Rik"
"Gm45371","ENSMUSG00000109954","Gm45371"
"Proscos","ENSMUSG00000091154","Proscos"
"Brf2","ENSMUSG00000031487","BRF2"
"Rab11fip1","ENSMUSG00000031488","RAB11FIP1"
"Adrb3","ENSMUSG00000031489","ADRB3"
"Chrna6","ENSMUSG00000031491","CHRNA6"
"Unc5d","ENSMUSG00000063626","UNC5D"
"Mak16","ENSMUSG00000031578","MAK16"
"Nrg1","ENSMUSG00000062991","NRG1"
"Gm3985","ENSMUSG00000079070","Gm3985"
"Gm45587","ENSMUSG00000110214","Gm45587"
"Wrn","ENSMUSG00000031583","WRN"
"Ubxn8","ENSMUSG00000052906","UBXN8"
"Smim18","ENSMUSG00000094500","SMIM18"
"Rbpms","ENSMUSG00000031586","RBPMS"
"Dctn6","ENSMUSG00000031516","DCTN6"
"Gm10131","ENSMUSG00000063412","ERH"
"Leprotl1","ENSMUSG00000031513","LEPROTL1"
"Gm45349","ENSMUSG00000110369","Gm45349"
"Tnks","ENSMUSG00000031529","TNKS"
"Eri1","ENSMUSG00000031527","ERI1"
"Gm16793","ENSMUSG00000097357","Gm16793"
"Cldn23","ENSMUSG00000055976","CLDN23"
"Lonrf1","ENSMUSG00000039633","LONRF1"
"Dlc1","ENSMUSG00000031523","DLC1"
"Msr1","ENSMUSG00000025044","MSR1"
"Fgf20","ENSMUSG00000031603","FGF20"
"Cnot7","ENSMUSG00000031601","CNOT7"
"Mtmr7","ENSMUSG00000039431","MTMR7"
"Mtus1","ENSMUSG00000045636","MTUS1"
"Fgl1","ENSMUSG00000031594","FGL1"
"Asah1","ENSMUSG00000031591","ASAH1"
"Frg1","ENSMUSG00000031590","FRG1"
"Gm9908","ENSMUSG00000110409","Gm9908"
"Gm2366","ENSMUSG00000097491","Gm2366"
"AY512931","ENSMUSG00000066158","AY512931"
"F11","ENSMUSG00000031645","F11"
"Klkb1","ENSMUSG00000109764","KLKB1"
"Cyp4v3","ENSMUSG00000079057","CYP4V2"
"Fam149a","ENSMUSG00000070044","FAM149A"
"Tlr3","ENSMUSG00000031639","TLR3"
"Sorbs2os","ENSMUSG00000085440","Sorbs2os"
"1700029J07Rik","ENSMUSG00000071103","C4orf47"
"Ankrd37","ENSMUSG00000050914","ANKRD37"
"Snx25","ENSMUSG00000038291","SNX25"
"Slc25a4","ENSMUSG00000031633","SLC25A4"
"Helt","ENSMUSG00000047171","HELT"
"Primpol","ENSMUSG00000038225","PRIMPOL"
"Gm16675","ENSMUSG00000097534","Gm16675"
"Gm45479","ENSMUSG00000109751","Gm45479"
"Gm31172","ENSMUSG00000110374","Gm31172"
"Stox2","ENSMUSG00000038143","STOX2"
"Trappc11","ENSMUSG00000038102","TRAPPC11"
"Ing2","ENSMUSG00000063049","ING2"
"Cdkn2aip","ENSMUSG00000038069","CDKN2AIP"
"Gm45824","ENSMUSG00000110604","Gm45824"
"Wwc2","ENSMUSG00000031563","WWC2"
"Tenm3","ENSMUSG00000031561","TENM3"
"C130073E24Rik","ENSMUSG00000110246","C130073E24Rik"
"Neil3","ENSMUSG00000039396","NEIL3"
"Spcs3","ENSMUSG00000054408","Spcs3"
"Wdr17","ENSMUSG00000039375","WDR17"
"Cep44","ENSMUSG00000038215","CEP44"
"Hand2os1","ENSMUSG00000100510","Hand2os1"
"Sap30","ENSMUSG00000031609","SAP30"
"Galnt7","ENSMUSG00000031608","GALNT7"
"Galntl6","ENSMUSG00000096914","GALNTL6"
"Gm34730","ENSMUSG00000109930","Gm34730"
"Clcn3","ENSMUSG00000004319","CLCN3"
"1700001D01Rik","ENSMUSG00000099419","1700001D01Rik"
"Palld","ENSMUSG00000058056","PALLD"
"Anxa10","ENSMUSG00000031635","ANXA10"
"Tll1","ENSMUSG00000053626","TLL1"
"Cpe","ENSMUSG00000037852","CPE"
"Gm45518","ENSMUSG00000110368","Gm45518"
"Msmo1","ENSMUSG00000031604","MSMO1"
"Klhl2","ENSMUSG00000031605","KLHL2"
"Apela","ENSMUSG00000079042","Apela"
"Smim31","ENSMUSG00000074300","SMIM31"
"Tma16","ENSMUSG00000025591","TMA16"
"Npy5r","ENSMUSG00000044014","NPY5R"
"Psd3","ENSMUSG00000030465","PSD3"
"Csgalnact1","ENSMUSG00000036356","CSGALNACT1"
"Gm33103","ENSMUSG00000110594","Gm33103"
"Slc18a1","ENSMUSG00000036330","SLC18A1"
"Lzts1","ENSMUSG00000036306","LZTS1"
"Zfp868","ENSMUSG00000060427","Zfp868"
"Zfp869","ENSMUSG00000054648","Zfp869"
"Zfp963","ENSMUSG00000092260","Zfp963"
"Zfp866","ENSMUSG00000043090","Zfp866"
"Cilp2","ENSMUSG00000044006","CILP2"
"Yjefn3","ENSMUSG00000048967","YJEFN3"
"Ndufa13","ENSMUSG00000036199","NDUFA13"
"Gatad2a","ENSMUSG00000036180","GATAD2A"
"Mau2","ENSMUSG00000031858","MAU2"
"Ncan","ENSMUSG00000002341","NCAN"
"Rfxank","ENSMUSG00000036120","RFXANK"
"Slc25a42","ENSMUSG00000002346","SLC25A42"
"Armc6","ENSMUSG00000002343","ARMC6"
"Ddx49","ENSMUSG00000057788","DDX49"
"Upf1","ENSMUSG00000058301","UPF1"
"Crtc1","ENSMUSG00000003575","CRTC1"
"Klhl26","ENSMUSG00000055707","KLHL26"
"Tmem59l","ENSMUSG00000035964","TMEM59L"
"Rex1bd","ENSMUSG00000058833","REX1BD"
"Uba52","ENSMUSG00000090137","UBA52"
"Kxd1","ENSMUSG00000055553","Kxd1"
"Ssbp4","ENSMUSG00000070003","SSBP4"
"Gdf15","ENSMUSG00000038508","GDF15"
"Pgpep1","ENSMUSG00000056204","PGPEP1"
"Gm11175","ENSMUSG00000080058","Gm11175"
"Mpv17l2","ENSMUSG00000035559","MPV17L2"
"Ifi30","ENSMUSG00000031838","IFI30"
"Pik3r2","ENSMUSG00000031834","PIK3R2"
"Mast3","ENSMUSG00000031833","MAST3"
"Arrdc2","ENSMUSG00000002910","ARRDC2"
"Kcnn1","ENSMUSG00000002908","KCNN1"
"Ccdc124","ENSMUSG00000007721","CCDC124"
"Slc5a5","ENSMUSG00000000792","SLC5A5"
"Rpl18a","ENSMUSG00000045128","RPL18A"
"Haus8","ENSMUSG00000035439","HAUS8"
"Nr2f6","ENSMUSG00000002393","NR2F6"
"Ushbp1","ENSMUSG00000034911","USHBP1"
"Abhd8","ENSMUSG00000007950","ABHD8"
"Ano8","ENSMUSG00000034863","ANO8"
"Plvap","ENSMUSG00000034845","PLVAP"
"Bst2","ENSMUSG00000046718","BST2"
"Tmem221","ENSMUSG00000043664","TMEM221"
"Nxnl1","ENSMUSG00000034829","NXNL1"
"Unc13a","ENSMUSG00000034799","UNC13A"
"B3gnt3","ENSMUSG00000031803","B3GNT3"
"Fcho1","ENSMUSG00000070000","FCHO1"
"Cyp4f18","ENSMUSG00000003484","CYP4F3"
"Gm26586","ENSMUSG00000097472","Gm26586"
"Gm16091","ENSMUSG00000087502","Gm16091"
"Cib3","ENSMUSG00000074240","CIB3"
"Gm10282","ENSMUSG00000070713","Gm10282"
"Eps15l1","ENSMUSG00000006276","EPS15L1"
"Calr3","ENSMUSG00000019732","CALR3"
"Cherp","ENSMUSG00000052488","CHERP"
"Slc35e1","ENSMUSG00000019731","SLC35E1"
"Med26","ENSMUSG00000045248","MED26"
"Smim7","ENSMUSG00000044600","SMIM7"
"Large1","ENSMUSG00000004383","LARGE1"
"Gm45822","ENSMUSG00000110593","Gm45822"
"Gm10358","ENSMUSG00000110469","Gm10358"
"Gm10649","ENSMUSG00000074235","Gm10649"
"Arhgap10","ENSMUSG00000037148","ARHGAP10"
"Tmem184c","ENSMUSG00000031617","TMEM184C"
"Ednra","ENSMUSG00000031616","EDNRA"
"Rbmxl1","ENSMUSG00000037070","Rbmxl1"
"Lsm6","ENSMUSG00000031683","LSM6"
"Mmaa","ENSMUSG00000037022","MMAA"
"Smad1","ENSMUSG00000031681","SMAD1"
"Abce1","ENSMUSG00000058355","ABCE1"
"Hhip","ENSMUSG00000064325","HHIP"
"Smarca5","ENSMUSG00000031715","SMARCA5"
"Gab1","ENSMUSG00000031714","GAB1"
"Usp38","ENSMUSG00000038250","USP38"
"Il15","ENSMUSG00000031712","IL15"
"Zfp330","ENSMUSG00000031711","ZNF330"
"Gm45449","ENSMUSG00000109876","Gm45449"
"Elmod2","ENSMUSG00000035151","ELMOD2"
"Scoc","ENSMUSG00000063253","SCOC"
"Tecr","ENSMUSG00000031708","TECR"
"Pkn1","ENSMUSG00000057672","PKN1"
"Adgre5","ENSMUSG00000002885","ADGRE5"
"Gm10644","ENSMUSG00000074219","Gm10644"
"2210011C24Rik","ENSMUSG00000074217","2210011C24Rik"
"Il27ra","ENSMUSG00000005465","IL27RA"
"Gm10643","ENSMUSG00000074215","Gm10643"
"C330011M18Rik","ENSMUSG00000056753","C330011M18Rik"
"Dcaf15","ENSMUSG00000037103","DCAF15"
"Cc2d1a","ENSMUSG00000036686","CC2D1A"
"Nanos3","ENSMUSG00000056155","NANOS3"
"Gm26887","ENSMUSG00000097120","Gm26887"
"Zswim4","ENSMUSG00000035671","ZSWIM4"
"D8Ertd738e","ENSMUSG00000019362","C19orf53"
"Mri1","ENSMUSG00000004996","MRI1"
"Ccdc130","ENSMUSG00000004994","YJU2B"
"Gm16183","ENSMUSG00000086067","Gm16183"
"Ier2","ENSMUSG00000053560","IER2"
"Nacc1","ENSMUSG00000001910","NACC1"
"Nfix","ENSMUSG00000001911","NFIX"
"Dand5","ENSMUSG00000053226","DAND5"
"Rad23a","ENSMUSG00000003813","RAD23A"
"Calr","ENSMUSG00000003814","CALR"
"Gcdh","ENSMUSG00000003809","GCDH"
"Mast1","ENSMUSG00000053693","MAST1"
"Rnaseh2a","ENSMUSG00000052926","RNASEH2A"
"Junb","ENSMUSG00000052837","JUNB"
"Best2","ENSMUSG00000052819","BEST2"
"Asna1","ENSMUSG00000052456","Asna1"
"A230103J11Rik","ENSMUSG00000087026","A230103J11Rik"
"Gm5741","ENSMUSG00000095845","Gm5741"
"Wdr83","ENSMUSG00000005150","WDR83"
"Zfp791","ENSMUSG00000074194","ZNF791"
"Vps35","ENSMUSG00000031696","VPS35"
"Mylk3","ENSMUSG00000031698","MYLK3"
"4921524J17Rik","ENSMUSG00000036934","C16orf87"
"Dnaja2","ENSMUSG00000031701","DNAJA2"
"Neto2","ENSMUSG00000036902","NETO2"
"Itfg1","ENSMUSG00000031703","ITFG1"
"Siah1a","ENSMUSG00000036840","SIAH1"
"N4bp1","ENSMUSG00000031652","N4BP1"
"Gm27168","ENSMUSG00000099162","Gm27168"
"Cbln1","ENSMUSG00000031654","CBLN1"
"Zfp423","ENSMUSG00000045333","ZNF423"
"Brd7","ENSMUSG00000031660","BRD7"
"Snx20","ENSMUSG00000031662","SNX20"
"Sall1","ENSMUSG00000031665","SALL1"
"Tox3","ENSMUSG00000043668","TOX3"
"Gm19935","ENSMUSG00000110332","Gm19935"
"Aktip","ENSMUSG00000031667","AKTIP"
"Rpgrip1l","ENSMUSG00000033282","RPGRIP1L"
"4831440D22Rik","ENSMUSG00000110138","4831440D22Rik"
"Gm3235","ENSMUSG00000090778","Gm3235"
"Gm36325","ENSMUSG00000110216","Gm36325"
"Gm36380","ENSMUSG00000110304","Gm36380"
"Irx3","ENSMUSG00000031734","IRX3"
"Crnde","ENSMUSG00000031736","Crnde"
"Ces1a","ENSMUSG00000071047","Ces1a"
"Ces1d","ENSMUSG00000056973","Ces1d"
"Ces1e","ENSMUSG00000061959","Ces1e"
